run_id,mode,block,policy_seed,seed,cubeA_x,cubeA_y,cubeA_theta,cubeB_x,cubeB_y,cubeB_theta,separation,relative_yaw,relative_yaw_mod90,face_gap,dist_A,dist_B,dist_max,dist_min,success_once,success_at_end,ep_len,ever_grasped,ever_placed,ever_static,final_cubeA_x,final_cubeA_y,final_cubeA_z,cubeB_displacement
mode_nominal_seed3,nominal,3,3,10200,-0.03915737569332123,-0.23581573367118835,1.9943617791117474,-0.11602883785963058,-0.21229904890060425,-1.2224276643252008,0.08038815931581811,3.0663958637426383,-0.07519678984715483,0.024156576967806143,0.6222570113829844,0.5422574174797538,0.6222570113829844,0.5422574174797538,1,0,200,1,1,1,-0.024174407124519348,-0.1519155204296112,0.07790402323007584,0.005628152235801864
mode_nominal_seed3,nominal,3,3,10201,-0.054658181965351105,-0.048816293478012085,-0.8039677999818338,-0.054741889238357544,-0.18410657346248627,1.427129280877728,0.1352903058802994,2.231097080859562,0.6603007540646653,0.08436365194297332,0.5624642064587817,0.5897324656709199,0.5897324656709199,0.5624642064587817,1,0,200,1,1,1,-0.04584016650915146,-0.16580738127231598,0.05999356135725975,0.004826759593235828
mode_nominal_seed3,nominal,3,3,10202,-0.06675820052623749,-0.16017389297485352,0.592434940509956,0.0245659276843071,0.07666726410388947,-1.390769381470463,0.2538381966525404,-1.983204321980419,-0.4124079951855224,0.19849489709358464,0.5711608763570463,0.6441447393558872,0.6441447393558872,0.5711608763570463,1,1,200,1,1,1,0.025657281279563904,0.08919063210487366,0.05999843776226044,0.005761302294238827
mode_nominal_seed3,nominal,3,3,10203,-0.013070188462734222,-0.09425275772809982,2.5906958446305324,0.10868178308010101,0.21138358116149902,-0.5584686591472607,0.32899409451296396,3.1340208034017927,-0.00757185018800044,0.2826217657200551,0.609264376405383,0.7539219731156894,0.7539219731156894,0.609264376405383,1,1,200,1,1,1,0.09766948968172073,0.2034832090139389,0.05999669060111046,9.440224679256031e-05
mode_nominal_seed3,nominal,3,3,10204,0.027355246245861053,0.038500674068927765,-2.7272933295469066,-0.0573086254298687,-0.01087004691362381,-2.8745060468122956,0.09800734287522232,-0.14721271726538898,-0.14721271726538898,0.051387272243632466,0.6435080141562672,0.5577972993748059,0.6435080141562672,0.5577972993748059,1,1,200,1,1,1,-0.0489790178835392,0.003511110320687294,0.059995703399181366,0.00267216077418927
mode_nominal_seed3,nominal,3,3,10205,0.14457638561725616,-0.090760238468647,2.0810347682694474,0.0903611108660698,-0.21863651275634766,0.9919166843561262,0.13889433948887145,-1.0891180839133217,0.4816782428815749,0.08761034404568765,0.7649795464417727,0.7384688357896172,0.7649795464417727,0.7384688357896172,0,0,200,1,0,1,-0.03450095281004906,-0.07897602766752243,0.10038501769304276,4.0140446022369874e-05
mode_nominal_seed3,nominal,3,3,10206,0.006101831793785095,-0.23813578486442566,2.9065644688140186,-0.15629789233207703,-0.025504089891910553,2.2207936103571577,0.2675554299636635,-0.6857708584568609,-0.6857708584568609,0.21937281844615983,0.6651887983802729,0.4594105812671378,0.6651887983802729,0.4594105812671378,1,1,200,1,1,1,-0.16960746049880981,-0.038179587572813034,0.06000608205795288,6.06181087187483e-06
mode_nominal_seed3,nominal,3,3,10207,-0.14326369762420654,0.10816475003957748,0.016889892357903058,-0.1303221881389618,0.014170311391353607,-2.1817291531722525,0.09488117392060136,-2.1986190455301555,-0.627822718735259,0.044367680443287,0.48397804922362986,0.48488491318593513,0.48488491318593513,0.48397804922362986,1,1,200,1,1,1,-0.12398290634155273,0.003576630959287286,0.059995874762535095,7.656636058528609e-05
mode_nominal_seed3,nominal,3,3,10208,-0.13491509854793549,-0.0821119099855423,-2.747361732735259,-0.06785575300455093,0.017307098954916,-1.80033584727847,0.11992120397748672,0.9470258854567888,-0.6237704413381078,0.06640497443273057,0.4870563400303011,0.5474179049816075,0.5474179049816075,0.4870563400303011,0,0,200,1,1,1,0.029301581904292107,0.016641542315483093,0.019999932497739792,0.037189922025015025
mode_nominal_seed3,nominal,3,3,10209,-0.030782807618379593,-0.08021072298288345,-0.32414945279931207,-0.12927202880382538,-0.04623296111822128,-2.4056547196014915,0.10418548359079279,-2.0815052668021794,-0.5107089400072828,0.056863835872152955,0.5896977937517658,0.48792330206305046,0.5896977937517658,0.48792330206305046,1,1,200,1,1,1,-0.12455211579799652,-0.056826721876859665,0.05999716743826866,2.6115985497330044e-06
mode_nominal_seed3,nominal,3,3,10210,-0.09215883165597916,-0.18634924292564392,1.5830382134044363,0.000995345413684845,-0.1118420958518982,3.0053548977943043,0.11928543779772571,1.422316684389868,-0.14847964240502853,0.06293977689482733,0.55505758949347,0.6260662265095204,0.6260662265095204,0.55505758949347,1,1,200,1,1,1,0.0091481301933527,-0.10981085896492004,0.05999850854277611,0.0012779984291454076
mode_nominal_seed3,nominal,3,3,10211,-0.022235102951526642,0.07523871213197708,1.8896145681580439,-0.14529511332511902,0.18430516123771667,-0.9071987312580063,0.164436177508733,-2.7968132994160504,0.3447793541737427,0.11380263548300695,0.5975207837189981,0.504570186421199,0.5975207837189981,0.504570186421199,1,1,200,1,1,1,-0.14231596887111664,0.17036603391170502,0.05999351665377617,6.3410525374616866e-06
mode_nominal_seed3,nominal,3,3,10212,-0.09723500907421112,-0.07138223201036453,-2.4476065656876855,-0.11002174019813538,-0.1985466182231903,-0.02699309955607765,0.12780563999182606,2.420613466131608,-0.7209791874581852,0.07811290862947373,0.5226624234390337,0.5426083324833713,0.5426083324833713,0.5226624234390337,1,1,200,1,1,1,-0.12300922721624374,-0.20120085775852203,0.059997789561748505,1.8000362180293173e-06
mode_nominal_seed3,nominal,3,3,10213,-0.01409398764371872,0.05509837716817856,1.748929840106735,-0.18900656700134277,0.09362515062093735,0.7291547290240681,0.17910533964741904,-1.0197751110826667,0.5510212157122298,0.12502946103014845,0.6034267700827451,0.4361606054961574,0.6034267700827451,0.4361606054961574,0,0,200,1,0,1,-0.14255563914775848,0.08634937554597855,0.1082475483417511,0.019915383588064065
mode_nominal_seed3,nominal,3,3,10214,-0.03559961915016174,0.23127663135528564,-2.2849598312609523,-0.019774824380874634,0.06886687129735947,2.257683066898969,0.16317890271589403,-1.7405424090196648,-0.16974608222476828,0.107159422156706,0.6238538943855254,0.5991958408175959,0.6238538943855254,0.5991958408175959,1,1,200,1,1,1,-0.0292099229991436,0.06901784241199493,0.059997595846652985,1.1782758133364862e-06
mode_nominal_seed3,nominal,3,3,10215,0.010091565549373627,-0.07564402371644974,-1.440414669952112,-0.09890278428792953,0.2584006190299988,-0.19425088420668324,0.3513767090233199,1.2461637857454289,-0.3246325410494677,0.300823123159538,0.6296518749634449,0.5771717387232659,0.6296518749634449,0.5771717387232659,1,1,200,1,1,1,-0.10410366952419281,0.25180527567863464,0.05999799072742462,2.3104705726485447e-05
mode_nominal_seed3,nominal,3,3,10216,0.04799725115299225,-0.15466246008872986,0.9212495599600121,0.00871220976114273,-0.004203341901302338,-2.0642165167399273,0.15550324987889358,-2.9854660766999395,0.15612657688985365,0.0991555016954792,0.6807979374213188,0.623726373250536,0.6807979374213188,0.623726373250536,1,1,200,1,1,1,0.002888342598453164,-0.0031134227756410837,0.06000293791294098,3.6492829011985776e-06
mode_nominal_seed3,nominal,3,3,10217,-0.017526376992464066,0.025980688631534576,1.4612848241791847,0.02998686581850052,0.2436852753162384,-1.0074866855660174,0.2228290719497153,-2.468771509745202,0.6728211438445912,0.17255303857788545,0.5980382315299917,0.689485728992503,0.689485728992503,0.5980382315299917,1,1,200,1,1,1,0.025849657133221626,0.25310516357421875,0.05999801680445671,0.0013314670616638635
mode_nominal_seed3,nominal,3,3,10218,0.15908098220825195,-0.1712876260280609,2.2647894107612445,0.05177894979715347,-0.20081226527690887,0.9869589047604137,0.11128984896353775,-1.2778305060008304,0.2929658207940662,0.05659693466865649,0.7928056620930636,0.6963617836859218,0.7928056620930636,0.6963617836859218,0,0,200,1,0,1,0.03323344513773918,-0.24487249553203583,0.05600902438163757,6.461956030099007e-07
mode_nominal_seed3,nominal,3,3,10219,-0.04823901504278183,-0.06851334124803543,-2.0347965224898257,-0.06370356678962708,0.015407197177410126,-1.1339805669350325,0.08533351703959903,0.9008159555547932,-0.6699803712401033,0.03293047834128986,0.5708871096798787,0.551511685275428,0.5708871096798787,0.551511685275428,1,1,200,1,1,1,-0.06577405333518982,0.015793917700648308,0.05999840795993805,1.7495149269230165e-06
mode_nominal_seed3,nominal,3,3,10220,0.13493594527244568,-0.05998361483216286,1.4435317217294548,0.027355827391147614,0.08438506722450256,-1.9846194340869765,0.18004387832451438,2.8550341513631547,-0.28655850222663837,0.12449569825422392,0.7523310149528663,0.6478748710621902,0.7523310149528663,0.6478748710621902,1,1,200,1,1,1,0.04122277721762657,0.09429416805505753,0.059997063130140305,0.0038867694564042043
mode_nominal_seed3,nominal,3,3,10221,-0.009254120290279388,-0.10512842237949371,-3.071698017334409,-0.025213487446308136,0.06458182632923126,-2.4098900000503445,0.1704589977584,0.6618080172840646,0.6618080172840646,0.12201004866107018,0.6148008262659579,0.5933118426951084,0.6148008262659579,0.5933118426951084,1,1,200,1,1,1,-0.026984255760908127,0.061704255640506744,0.06000634655356407,1.3948712666965316e-06
mode_nominal_seed3,nominal,3,3,10222,-0.15992531180381775,-0.14724095165729523,-2.109643132251744,-0.10891981422901154,0.008492037653923035,1.46735610607162,0.16387289203117636,-2.7061860688562227,0.4354065847335704,0.11617805304353225,0.47830206949353504,0.5061514290541062,0.5061514290541062,0.47830206949353504,1,1,200,1,1,1,-0.09952101856470108,0.0189517792314291,0.06000364571809769,1.7421468546066873e-06
mode_nominal_seed3,nominal,3,3,10223,0.11732043325901031,-0.03537549823522568,1.9294015185205413,0.10790465772151947,0.1587601602077484,-1.0941727882711678,0.1943638616308585,-3.0235743067917094,0.11801834679808376,0.14271559537900447,0.733174360465541,0.74013237506858,0.74013237506858,0.733174360465541,0,0,200,1,1,1,0.09659818559885025,0.23724612593650818,0.08252240717411041,3.3666369946784774e-05
mode_nominal_seed3,nominal,3,3,10224,0.16613991558551788,-0.11135637015104294,2.9134922155978824,0.1448996663093567,0.05431995540857315,2.1837351156062637,0.1670323113659431,-0.7297570999916188,-0.7297570999916188,0.1142991305861907,0.7890372671136427,0.7618386708566722,0.7890372671136427,0.7618386708566722,0,0,200,1,0,1,0.14121714234352112,-0.12607651948928833,0.019999895244836807,2.072667962466688e-06
mode_nominal_seed3,nominal,3,3,10225,-0.09665141254663467,-0.18392576277256012,-3.017681203303443,-0.09473852068185806,0.006507560610771179,-1.4229130454352585,0.19044293058579717,1.5947681578681845,0.02397183107328793,0.1450544386662029,0.5500126765142483,0.5203021768236264,0.5500126765142483,0.5203021768236264,1,1,200,1,1,1,-0.08040111511945724,-0.0005641491152346134,0.05998357757925987,0.008351342042369817
mode_nominal_seed3,nominal,3,3,10226,-0.025706365704536438,-0.13390225172042847,0.10106335014935697,-0.005614802241325378,0.11124130338430405,-2.816600827634133,0.2459655128911028,-2.9176641777834895,0.2239284758063036,0.1963815021426119,0.6043151499316863,0.6194553630617929,0.6194553630617929,0.6043151499316863,1,1,200,1,1,1,-0.02122015692293644,0.11625279486179352,0.05999310314655304,1.4256918253414636e-06
mode_nominal_seed3,nominal,3,3,10227,-0.04142696410417557,-0.21439726650714874,2.4165437141124415,0.055681876838207245,-0.05969171226024628,-1.631560125205521,0.18265797410464807,2.235081467861624,0.6642851410667276,0.13251425264956038,0.612333418484154,0.6733329640168972,0.6733329640168972,0.612333418484154,0,0,200,1,0,1,-0.05029147118330002,-0.23148652911186218,0.019999971613287926,2.698985033167255e-06
