seed,cubeA_x,cubeA_y,cubeA_z,cubeA_theta,cubeB_x,cubeB_y,cubeB_z,cubeB_theta,separation,relative_yaw,relative_yaw_mod90
2212,0.015520606189966202,-0.07070829719305038,0.019999999552965164,-0.13949900634082057,-0.038446251302957535,-0.019911833107471466,0.019999999552965164,-2.9882000179818053,0.07411276861148183,-2.848701011640985,0.2928916419488079
2258,-0.09743046015501022,-0.154409721493721,0.019999999552965164,-1.2858111946276454,-0.09065470099449158,-0.09310083091259003,0.019999999552965164,1.662531752224911,0.06168217713805539,2.9483429468525566,-0.19324970673723652
2275,0.004501808434724808,-0.17986075580120087,0.019999999552965164,0.13599698597334697,0.08102108538150787,-0.18350397050380707,0.019999999552965164,1.7044552240471418,0.07660595771758076,1.5684582380737948,-0.00233808872110175
2278,0.005504496395587921,0.021153096109628677,0.019999999552965164,-1.8921564220312597,-0.05644124746322632,0.047237638384103775,0.019999999552965164,2.3935719015915913,0.06721367813094817,-1.9974569835567353,-0.42666065676183873
2313,0.011624090373516083,0.12897568941116333,0.019999999552965164,0.9283673948122857,-0.04706612974405289,0.10499439388513565,0.019999999552965164,-1.5369361141421187,0.0634006661838452,-2.4653035089544044,0.6762891446353887
2340,0.10045807808637619,0.00039668381214141846,0.019999999552965164,0.7956297380899562,0.09324568510055542,0.05867670476436615,0.019999999552965164,-2.0138944000547294,0.05872460689330896,-2.8095241381446856,0.3320685154451075
2371,-0.0765581876039505,0.0269010066986084,0.019999999552965164,-1.7831924938822885,-0.1371442973613739,0.03363850712776184,0.019999999552965164,-0.9499318629179463,0.060959581753579954,0.8332606309643422,-0.7375356958305543
2400,0.04628709703683853,0.02255774289369583,0.019999999552965164,-3.0868273477140438,0.07840549945831299,-0.05049969255924225,0.019999999552965164,-0.7319215572413085,0.07980589357351993,2.3549057904727353,0.7841094636778387
2424,0.04254939407110214,0.017008058726787567,0.019999999552965164,-0.24786024990209166,-0.004177488386631012,0.07003260403871536,0.019999999552965164,0.20724020701017087,0.07067534187929687,0.45510045691226253,0.45510045691226253
2427,0.0032963380217552185,0.02213967591524124,0.019999999552965164,-0.8494718887239325,0.05535483360290527,0.08275363594293594,0.019999999552965164,-2.4499592954292293,0.07990080795844051,-1.6004874067052963,-0.029691079910399765
2464,-0.07512339949607849,-0.012090947479009628,0.019999999552965164,0.5664838636326799,-0.07612188160419464,-0.0713614970445633,0.019999999552965164,-1.0598681691583343,0.05927895927159131,-1.6263520327910141,-0.05555570599611759
2471,0.022563152015209198,0.05887531489133835,0.019999999552965164,2.5965554947403873,-0.03518948704004288,0.03171972185373306,0.019999999552965164,-2.392568480193642,0.0638184420921591,1.2940613322455565,-0.27673499454934003
2476,-0.04426851123571396,-0.2691501975059509,0.019999999552965164,-0.589809674578869,-0.10652506351470947,-0.2675315737724304,0.019999999552965164,-1.9762888435879713,0.06227759022680644,-1.3864791690091023,0.18431715778579427
2483,0.026101283729076385,0.026651419699192047,0.019999999552965164,-0.8455317915333391,-0.0341440886259079,-0.0038774386048316956,0.019999999552965164,1.6841176461808502,0.06753899673179832,2.5296494377141894,-0.6119432158756037
2487,0.0452711284160614,-0.042740434408187866,0.019999999552965164,2.244536022069775,-0.026743367314338684,-0.017204493284225464,0.019999999552965164,1.8635490086940925,0.0764079307689345,-0.3809870133756825,-0.3809870133756825
2490,0.014225885272026062,-0.11716412007808685,0.019999999552965164,1.887980245968006,-0.023690909147262573,-0.17537209391593933,0.019999999552965164,3.1137690572854306,0.0694683490327985,1.2257888113174247,-0.3450075154774719
2496,-0.08842422813177109,0.046566180884838104,0.019999999552965164,-1.190543958756976,-0.04472050443291664,0.09627311676740646,0.019999999552965164,1.622232422987297,0.06618757390915286,2.812776381744273,-0.3288162718455201
2506,-0.027274444699287415,-0.06460008025169373,0.019999999552965164,-2.4473080074993607,0.02568066120147705,-0.09165483713150024,0.019999999552965164,2.2793800669951394,0.05946598280350387,-1.5564972326850857,0.014299094109810895
2507,0.1084558367729187,0.1092514768242836,0.019999999552965164,1.9524633676233034,0.04038044810295105,0.06929317861795425,0.019999999552965164,0.3123070205569878,0.07893620296234867,-1.6401563470663154,-0.06936002027141885
2508,0.06859101355075836,0.052108921110630035,0.019999999552965164,0.20126831751377017,0.004942338913679123,0.04632613807916641,0.019999999552965164,-1.9065954705622676,0.06391083134059326,-2.1078637880760382,-0.5370674612811417
2518,0.04579771310091019,-0.05273822695016861,0.019999999552965164,-2.10756292611745,0.10439564287662506,-0.0167732834815979,0.019999999552965164,-0.7115510354992525,0.06875459644778012,1.3960118906181975,-0.17478443617669903
2519,0.17225827276706696,-0.02555256336927414,0.019999999552965164,-2.278656306962745,0.153462216258049,-0.08864372223615646,0.019999999552965164,-1.330266270342169,0.06583149753314427,0.9483900366205757,-0.6224062901743208
2554,0.025082580745220184,-0.15805616974830627,0.019999999552965164,0.27409572641020263,-0.036260344088077545,-0.1378001719713211,0.019999999552965164,-0.8089611577565243,0.06460077300655809,-1.0830568841667265,0.48773944262817004
2579,0.06034162640571594,-0.10357779264450073,0.019999999552965164,2.914922694463705,0.022075295448303223,-0.056402385234832764,0.019999999552965164,-0.8170931905296257,0.06074398035369759,2.5511694221862555,-0.5904232314035376
2586,0.04670330137014389,0.03417002409696579,0.019999999552965164,-1.8109172451443616,-0.01135728508234024,0.08041193336248398,0.019999999552965164,1.7467682500424802,0.07422496798063843,-2.7254998119927443,0.41609284159704885
2608,0.14353127777576447,0.14375263452529907,0.019999999552965164,0.6716499000308032,0.09073181450366974,0.10986035317182541,0.019999999552965164,-2.8237110423065523,0.0627412946723631,2.7878243648422307,-0.3537682887475624
2637,0.09730319678783417,-0.018906332552433014,0.019999999552965164,0.49396353988283215,0.0474633052945137,-0.0666937455534935,0.019999999552965164,2.7351405415402312,0.06904818336060611,2.241177001657399,0.6703806748625025
2648,0.09632648527622223,-0.1826537400484085,0.019999999552965164,-1.918696151967377,0.11909687519073486,-0.12299082428216934,0.019999999552965164,1.4147722756584304,0.06386042729725733,-2.9497168795537787,0.1918757740360144
2658,-0.00679025799036026,-0.013641968369483948,0.019999999552965164,2.002019421314651,0.06478355079889297,-0.004366859793663025,0.019999999552965164,-1.3360479040725988,0.07217227822158485,2.945117981792336,-0.19647467179745703
2662,0.03851979225873947,-0.20565398037433624,0.019999999552965164,1.7430277895232225,0.06619546562433243,-0.13449232280254364,0.019999999552965164,2.4072358185294105,0.07635394164418795,0.664208029006188,0.664208029006188
2678,-0.025903046131134033,0.001477368175983429,0.019999999552965164,-0.7464288032342283,-0.07795622199773788,-0.05767340213060379,0.019999999552965164,-2.66760131291867,0.07879306280163394,-1.9211725096844416,-0.3503761828895451
