run_id,ckpt_tag,obs_mode,policy_seed,repeat_idx,seed,env_idx,cubeA_x,cubeA_y,cubeA_z,cubeA_theta,cubeB_x,cubeB_y,cubeB_z,cubeB_theta,separation,relative_yaw,relative_yaw_mod90,success_once,success_at_end,ep_len,return,success,ever_success,first_success_step,is_cubeA_grasped,ever_is_cubeA_grasped,first_is_cubeA_grasped_step,is_cubeA_on_cubeB,ever_is_cubeA_on_cubeB,first_is_cubeA_on_cubeB_step,is_cubeA_static,ever_is_cubeA_static,first_is_cubeA_static_step,final_cubeA_x,final_cubeA_y,final_cubeA_z,cubeB_displacement
/workspace/ripl/t2/t1_seed1,best_eval_success_once.pt,rgb,1,0,0,0,-0.08305319398641586,-0.09354343265295029,0.019999999552965164,2.862795077708319,-0.03926411643624306,0.1072758361697197,0.019999999552965164,2.524064354835432,0.205537981996435,-0.3387307228728873,-0.3387307228728873,1,1,200,91.0,1,1,101,0,1,45,1,1,95,1,1,1,-0.052223898470401764,0.1089022234082222,0.05999884754419327,0.0008820903347347065
/workspace/ripl/t2/t1_seed1,best_eval_success_once.pt,rgb,1,0,1,1,0.03214016556739807,0.049735959619283676,0.019999999552965164,-2.7048580003553955,-0.042617373168468475,0.07580563426017761,0.019999999552965164,-2.9866121538442876,0.07917270700011877,-0.2817541534888921,-0.2817541534888921,1,1,200,86.0,1,1,97,0,1,43,1,1,96,1,1,1,-0.037198979407548904,0.08695268630981445,0.05999073386192322,0.001382435406921787
/workspace/ripl/t2/t1_seed1,best_eval_success_once.pt,rgb,1,0,2,2,0.05036187916994095,-0.03401299566030502,0.019999999552965164,-2.424321844285867,0.06565778702497482,0.023817114531993866,0.019999999552965164,-2.9328089537602153,0.05981878001065484,-0.5084871094743484,-0.5084871094743484,1,1,200,111.0,1,1,90,0,1,48,1,1,86,1,1,1,0.06150636821985245,0.017934946343302727,0.06000055745244026,0.0001358647302517527
/workspace/ripl/t2/t1_seed1,best_eval_success_once.pt,rgb,1,0,3,3,-0.14197880029678345,-0.2681041955947876,0.019999999552965164,2.8339136244863488,-0.044774129986763,0.018593616783618927,0.019999999552965164,2.522503105109478,0.30272823382143227,-0.3114105193768708,-0.3114105193768708,1,1,200,102.0,1,1,99,0,1,39,1,1,94,1,1,1,-0.04949839413166046,0.0016651265323162079,0.060012683272361755,1.708941224193712e-05
/workspace/ripl/t2/t1_seed1,best_eval_success_once.pt,rgb,1,0,4,4,-0.06978090852499008,-0.1041802391409874,0.019999999552965164,-2.3965385612442525,-0.0866333618760109,-0.1725967675447464,0.019999999552965164,1.3498055850156898,0.07046152526571288,-2.5368411609196437,0.6047514926701494,1,1,200,104.0,1,1,97,0,1,54,1,1,92,1,1,1,-0.07611852139234543,-0.16040873527526855,0.059998802840709686,0.0006056208275094629
/workspace/ripl/t2/t1_seed1,best_eval_success_once.pt,rgb,1,0,5,5,0.14754430949687958,0.05319301038980484,0.019999999552965164,0.2090078833089959,0.15007105469703674,-0.22811973094940186,0.019999999552965164,-2.7358792599179713,0.28132408869680164,-2.9448871432269677,0.19670551036282546,1,0,200,28.0,0,1,132,1,1,54,1,1,104,0,1,1,0.15961182117462158,-0.2077551931142807,0.05999195575714111,2.4723806197633056e-05
/workspace/ripl/t2/t1_seed1,best_eval_success_once.pt,rgb,1,0,6,6,0.1118054911494255,0.05398695170879364,0.019999999552965164,-2.763915583527278,-0.03862929716706276,-0.009553104639053345,0.019999999552965164,2.9201245393199566,0.16330328930096358,-0.5991451843323521,-0.5991451843323521,1,1,200,90.0,1,1,111,0,1,48,1,1,106,1,1,1,-0.038784969598054886,-0.0022074708249419928,0.06000040844082832,1.514441905819403e-06
/workspace/ripl/t2/t1_seed1,best_eval_success_once.pt,rgb,1,0,7,7,0.03882685303688049,0.0025167427957057953,0.019999999552965164,2.2953491794705587,-0.04646318033337593,-0.090214803814888,0.019999999552965164,-2.8215571248802336,0.12599019616260698,1.1662790028287944,-0.4045173239661022,1,1,200,85.0,1,1,98,0,1,49,1,1,97,1,1,1,-0.03915506228804588,-0.07555166631937027,0.05999674275517464,0.00467637357247034
/workspace/ripl/t2/t1_seed1,best_eval_success_once.pt,rgb,1,0,8,8,0.10886749625205994,-0.012328647077083588,0.019999999552965164,-2.6486664179286556,0.022345826029777527,0.12679758667945862,0.019999999552965164,-2.00726877390455,0.16383561376371567,0.6413976440241056,0.6413976440241056,1,1,200,91.0,1,1,101,0,1,49,1,1,97,1,1,1,0.016722889617085457,0.13702335953712463,0.059999171644449234,0.001567974995696003
/workspace/ripl/t2/t1_seed1,best_eval_success_once.pt,rgb,1,0,9,9,0.027136191725730896,0.071353979408741,0.019999999552965164,2.390372422237558,0.11474977433681488,0.13281798362731934,0.019999999552965164,-2.7103806245158433,0.1070231922179985,1.1824322604261859,-0.3883640663687107,1,1,200,94.0,1,1,107,0,1,50,1,1,101,1,1,1,0.10892962664365768,0.12537187337875366,0.060002997517585754,0.0001345395512173078
/workspace/ripl/t2/t1_seed1,best_eval_success_once.pt,rgb,1,0,10,0,-0.045883405953645706,0.042579978704452515,0.019999999552965164,-2.4014613684008888,-0.06559361517429352,-0.038698211312294006,0.019999999552965164,2.7895071553895074,0.08363394358703925,-1.0922167833891905,0.4785795434057061,1,1,200,112.0,1,1,89,0,1,46,1,1,88,1,1,1,-0.06701583415269852,-0.04279136657714844,0.060002025216817856,1.6279987455573806e-06
