run_id,ckpt_tag,obs_mode,policy_seed,repeat_idx,seed,env_idx,cubeA_x,cubeA_y,cubeA_z,cubeA_theta,cubeB_x,cubeB_y,cubeB_z,cubeB_theta,separation,relative_yaw,relative_yaw_mod90,success_once,success_at_end,ep_len,return,success,ever_success,first_success_step,is_cubeA_grasped,ever_is_cubeA_grasped,first_is_cubeA_grasped_step,is_cubeA_on_cubeB,ever_is_cubeA_on_cubeB,first_is_cubeA_on_cubeB_step,is_cubeA_static,ever_is_cubeA_static,first_is_cubeA_static_step,final_cubeA_x,final_cubeA_y,final_cubeA_z,cubeB_displacement
/workspace/ripl/t2/t1_seed2,best_eval_success_once.pt,rgb,2,0,100,0,-0.1251547485589981,0.056719668209552765,0.019999999552965164,1.3070827398126075,-0.04236641526222229,0.16473302245140076,0.019999999552965164,-1.6612814307541903,0.13609111956565345,-2.9683641705667974,0.17322848302299576,1,1,200,103.0,1,1,98,0,1,46,1,1,94,1,1,1,-0.04282839223742485,0.1570885181427002,0.05999808758497238,2.2180342147654588e-07
/workspace/ripl/t2/t1_seed2,best_eval_success_once.pt,rgb,2,0,101,1,-0.14220981299877167,0.14493590593338013,0.019999999552965164,2.7074696786508015,-0.10250971466302872,-0.20250633358955383,0.019999999552965164,0.4500465748689071,0.34970302774294,-2.2574231037818944,-0.6866267769869978,1,1,200,87.0,1,1,114,0,1,51,1,1,109,1,1,1,-0.11110232025384903,-0.20786495506763458,0.06000214442610741,0.00044228165532477555
/workspace/ripl/t2/t1_seed2,best_eval_success_once.pt,rgb,2,0,102,2,-0.18817350268363953,0.025307752192020416,0.019999999552965164,0.9882465453017488,-0.07547777146100998,0.02009832113981247,0.019999999552965164,1.6085017807069517,0.11281607158419792,0.6202552354052031,0.6202552354052031,1,1,200,90.0,1,1,111,0,1,53,1,1,103,1,1,1,-0.0729597806930542,0.02679114229977131,0.06000109016895294,0.0011411112590555025
/workspace/ripl/t2/t1_seed2,best_eval_success_once.pt,rgb,2,0,103,3,0.043915100395679474,-0.1447540521621704,0.019999999552965164,1.9844997281021344,0.0764106810092926,0.08429513871669769,0.019999999552965164,-1.8024828163472408,0.23134280754257303,2.496202762730211,-0.6453898908595823,1,1,200,97.0,1,1,104,0,1,53,1,1,103,1,1,1,0.06658831238746643,0.08381864428520203,0.06000369414687157,2.3409174090719388e-06
/workspace/ripl/t2/t1_seed2,best_eval_success_once.pt,rgb,2,0,104,4,0.06241186708211899,0.011525608599185944,0.019999999552965164,-2.88445596297466,0.11719612777233124,0.24533706903457642,0.019999999552965164,-1.0085069701513802,0.24014394485454615,1.8759489928232798,0.3051526660283832,1,1,200,99.0,1,1,102,0,1,41,1,1,100,1,1,1,0.1078590452671051,0.24819417297840118,0.060001615434885025,1.179829491187189e-06
/workspace/ripl/t2/t1_seed2,best_eval_success_once.pt,rgb,2,0,105,5,-0.036993905901908875,-0.02875051647424698,0.019999999552965164,0.7781777099464735,0.08649792522192001,-0.17936795949935913,0.019999999552965164,2.4459330122506446,0.1947712671256702,1.6677553023041711,0.09695897550927457,1,1,200,91.0,1,1,110,0,1,52,1,1,103,1,1,1,0.07970018684864044,-0.17463423311710358,0.05999748781323433,2.350607995594859e-06
/workspace/ripl/t2/t1_seed2,best_eval_success_once.pt,rgb,2,0,106,6,-0.10098089277744293,0.23179641366004944,0.019999999552965164,0.7999301762813777,-0.14375251531600952,0.18610841035842896,0.019999999552965164,1.2911333946389836,0.06258438575451948,0.49120321835760583,0.49120321835760583,0,0,200,0.0,0,0,-1,0,1,38,0,0,-1,1,1,1,-0.0938195288181305,0.13054034113883972,0.020000027492642403,2.433455890034923e-06
/workspace/ripl/t2/t1_seed2,best_eval_success_once.pt,rgb,2,0,107,7,-0.024725064635276794,-0.04990163445472717,0.019999999552965164,2.2809000525020147,-0.023331303149461746,0.07624290138483047,0.019999999552965164,2.6615585943744944,0.12615223538747455,0.3806585418724797,0.3806585418724797,1,1,200,102.0,1,1,99,0,1,49,1,1,95,1,1,1,-0.02554689534008503,0.07693260163068771,0.060001809149980545,2.9385551753740053e-07
/workspace/ripl/t2/t1_seed2,best_eval_success_once.pt,rgb,2,0,108,8,0.12153610587120056,-0.024369273334741592,0.019999999552965164,-2.024356103756989,0.06144353002309799,0.0026420913636684418,0.019999999552965164,1.8769715761346089,0.0658842279679323,-2.3818576272879888,0.7597350263018043,1,1,200,93.0,1,1,99,0,1,48,1,1,94,1,1,1,0.06193825602531433,-0.013575779274106026,0.059990525245666504,0.0006838414634462611
/workspace/ripl/t2/t1_seed2,best_eval_success_once.pt,rgb,2,0,109,9,0.06780999898910522,0.049066342413425446,0.019999999552965164,2.438743369319125,-0.08990185707807541,0.07412131875753403,0.019999999552965164,2.4875150355855675,0.15968964081542342,0.04877166626644236,0.04877166626644236,1,1,200,96.0,1,1,105,0,1,47,1,1,96,1,1,1,-0.09272287786006927,0.06889601051807404,0.05999143421649933,0.00021171686724281682
/workspace/ripl/t2/t1_seed2,best_eval_success_once.pt,rgb,2,0,110,0,0.055129215121269226,0.03784485161304474,0.019999999552965164,-0.31678468179425323,-0.02763064205646515,-0.028449758887290955,0.019999999552965164,-0.6612046449058675,0.10603852762779296,-0.34441996311161427,-0.34441996311161427,1,1,200,95.0,1,1,97,0,1,41,1,1,95,1,1,1,-0.02096632309257984,-0.019496234133839607,0.05999791622161865,0.0014393271158676438
/workspace/ripl/t2/t1_seed2,best_eval_success_once.pt,rgb,2,0,111,1,-0.000515274703502655,-0.013961553573608398,0.019999999552965164,-2.492674375880668,0.06933490931987762,0.12281974405050278,0.019999999552965164,-3.0783372646969767,0.15358441192984323,-0.5856628888163087,-0.5856628888163087,1,1,200,104.0,1,1,97,0,1,45,1,1,92,1,1,1,0.07036156952381134,0.12944450974464417,0.05999872460961342,4.691499916145553e-07
/workspace/ripl/t2/t1_seed2,best_eval_success_once.pt,rgb,2,0,112,2,-0.013478703796863556,-0.12663766741752625,0.019999999552965164,-0.6660683305721298,-0.15622666478157043,-0.02259652316570282,0.019999999552965164,-1.972060737102976,0.17663957671631839,-1.3059924065308461,0.2648039202640504,1,1,200,104.0,1,1,96,0,1,38,1,1,89,1,1,1,-0.1451929658651352,-0.006798965390771627,0.05998258292675018,7.628172982073854e-06
